epoch,global_step,lr,train_loss,train_acc,val_loss,val_acc,epoch_time_s,elapsed_time_s,allocated_memory_mb,peak_memory_mb
42,14784,0.08998423292435458,0.14343529549439749,0.9513555555555555,0.9043503371357918,0.746,43.34461099997861,1756.2200766669994,193.814208984375,
43,15136,0.08950775061878456,0.1346163612100813,0.9535555555555556,0.6963899554729461,0.7958,43.79121424999903,1800.1300947499985,193.814208984375,
44,15488,0.08902152036691652,0.13120539020962185,0.9561333333333333,0.8210714670181274,0.7802,43.41648975000135,1843.666955166991,193.814208984375,
45,15840,0.0885256621387895,0.1349494905312856,0.9539777777777778,0.8426944144964218,0.7626,43.66884345799917,1887.4562854169926,193.814208984375,
46,16192,0.08802029828000159,0.1392502288977305,0.9533333333333334,0.7332020090207457,0.8056,42.98358379199635,1930.5609758749779,193.814208984375,
47,16544,0.08750555348152302,0.1315854382938809,0.9545777777777777,0.6758629041045904,0.8088,43.13100812499761,1973.8094585829822,193.814208984375,
48,16896,0.0869815547489305,0.12149709276623195,0.9580888888888889,0.7076684515833854,0.7986,43.31187116599176,2017.2404297499743,193.814208984375,
49,17248,0.0864484313710706,0.12857601800428498,0.9559111111111112,0.8088938842400909,0.7856,42.948810166999465,2060.3070612079755,193.814208984375,
50,17600,0.08590631488815947,0.12380588515202204,0.9579333333333333,0.6535635789558292,0.81,42.48268466599984,2102.9067647919874,193.814208984375,
51,17952,0.08535533905932739,0.12715698986053467,0.9566222222222223,0.7336276816455647,0.7946,42.85344570799498,2145.8780854999786,193.814208984375,
52,18304,0.08479563982961573,0.12341357032722897,0.9587777777777777,0.6676228529900312,0.815,49.835706749989185,2195.841634707991,193.814208984375,
53,18656,0.08422735529643445,0.12244608840942382,0.958,0.7460362213879824,0.791,48.43540387498797,2244.400288249977,193.814208984375,
54,19008,0.08365062567548867,0.11778909330368043,0.9609555555555556,0.6850890038371086,0.8086,49.65145195799414,2294.1726705420006,193.814208984375,
55,19360,0.0830655932661826,0.11933908495108286,0.9598666666666666,0.7276962775707245,0.794,43.774651207990246,2338.07413920798,193.814208984375,
56,19712,0.08247240241650919,0.12244150309562683,0.9591777777777778,0.8544839811563492,0.774,45.17031354198116,2383.3659693749796,193.814208984375,
57,20064,0.08187119948743449,0.11499761706723108,0.9613777777777778,0.7440640956878662,0.7868,46.11121254198952,2429.598679457995,193.814208984375,
58,20416,0.08126213281678525,0.12647057670619752,0.9568444444444445,0.8975480562828482,0.7628,44.85722587502096,2474.5790732500027,193.814208984375,
59,20768,0.08064535268264883,0.11374060641394722,0.9623555555555555,0.7136054892644286,0.7954,44.85645312498673,2519.5607545829844,193.814208984375,
60,21120,0.0800210112662942,0.11039175309340159,0.9623111111111111,0.9574107019662857,0.7594,41.91239612500067,2561.6051164999953,193.814208984375,
61,21472,0.07938926261462366,0.11513513655728765,0.9608444444444444,1.051831846690178,0.7342,41.42605675000232,2603.153187832999,193.814208984375,
62,21824,0.07875026260216393,0.10861789774364895,0.9634666666666667,0.815316323184967,0.7806,39.06850258301711,2642.3414750419906,193.814208984375,
63,22176,0.07810416889260655,0.11492201127211253,0.9612,0.8633293707489967,0.7716,40.91254633301287,2683.3739177499956,193.814208984375,
64,22528,0.0774511408999066,0.09393196469942729,0.9687333333333333,0.77636181858778,0.78,40.05896279201261,2723.564510541997,193.814208984375,
65,22880,0.07679133974894983,0.11828518843650818,0.9604666666666667,0.7516173041820526,0.792,41.494880290993024,2765.1782440419775,193.814208984375,
66,23232,0.07612492823579745,0.10150667387114631,0.9656666666666667,0.7468000796675682,0.8,42.28222233400447,2807.5789471250027,193.814208984375,
67,23584,0.07545207078751857,0.11800063064363267,0.9600444444444445,0.7268611946165562,0.7988,42.86422200000379,2850.5599714579876,193.814208984375,
68,23936,0.07477293342162039,0.09569047868914074,0.9686222222222223,0.6452308213710785,0.8336,43.605556333990535,2894.287669499987,193.814208984375,
69,24288,0.07408768370508577,0.09853331569433212,0.9665777777777778,0.7145333419844508,0.8036,43.759019791992614,2938.2312506249873,193.814208984375,
70,24640,0.07339649071302869,0.10484167600472769,0.9647333333333333,0.7080325722694397,0.802,44.45977854199009,2982.8123485829856,193.814208984375,
71,24992,0.07269952498697735,0.08397990335623423,0.9725555555555555,0.8080407920897007,0.783,43.788620332983555,3026.7256845829834,193.814208984375,
72,25344,0.07199695849279576,0.11127453770107693,0.9621555555555555,0.7984769104003906,0.782,43.799371000000974,3070.644693582988,193.814208984375,
73,25696,0.07128896457825365,0.0982185352007548,0.9667777777777777,0.6286642800167203,0.8312,45.32935325001017,3116.0933834579773,193.814208984375,
74,26048,0.07057571793025547,0.08384552281167772,0.9726,0.772846098947525,0.7962,46.300747582979966,3162.519325417001,193.814208984375,
75,26400,0.06985739453173904,0.0961992828157213,0.9686,0.6195338815331459,0.828,46.402578791981796,3209.054689624987,193.814208984375,
76,26752,0.06913417161825451,0.10219410852326287,0.9660222222222222,0.7370277304902673,0.796,46.83449329200084,3256.0113054579997,193.814208984375,
77,27104,0.06840622763423393,0.08863663925329844,0.9699111111111111,0.6763895762443543,0.8144,44.893553957983386,3301.0303032499796,193.814208984375,
78,27456,0.06767374218896288,0.08829952582650714,0.9709555555555556,0.631876881980896,0.82,43.6091288329917,3344.7597931249766,193.814208984375,
79,27808,0.0669368960122646,0.08281903174983131,0.9724444444444444,0.7125370485067367,0.8,42.81667004202609,3387.702078499977,193.814208984375,
80,28160,0.0661958709099075,0.08340194394588471,0.9720444444444445,0.7653882686384023,0.7998,41.957614750019275,3429.778223000001,193.814208984375,
81,28512,0.0654508497187474,0.09362622117996215,0.9678,0.7333369789838791,0.7984,45.348295290983515,3475.2532238329877,193.814208984375,
82,28864,0.06470201626161523,0.0910259608109792,0.9695777777777778,0.7664125274658203,0.797,43.11637666600291,3518.4912482919754,193.814208984375,
83,29216,0.0639495553019615,0.07928774182796479,0.9742444444444445,0.7392981082826853,0.8054,42.55601162498351,3561.176604999986,193.814208984375,
84,29568,0.06319365249826867,0.0749822772555881,0.9757333333333333,0.6697190549969673,0.8228,43.94888949999586,3605.246568541974,193.814208984375,
85,29920,0.062434494358242755,0.06608525063329272,0.9784222222222222,0.8722450588226318,0.781,41.679498416982824,3647.0485741249868,193.814208984375,
86,30272,0.0616722681927953,0.09632715898487303,0.9681555555555555,0.7037381403923034,0.809,40.93032141699223,3688.103747291985,193.814208984375,
87,30624,0.060907162069827166,0.07492258956962161,0.9748666666666667,0.6805868474453688,0.8216,40.40487304198905,3728.626836582989,193.814208984375,
88,30976,0.060139364767825665,0.08063325297964943,0.9740444444444445,0.7397702284693718,0.8068,40.18855245798477,3768.937921541976,193.814208984375,
89,31328,0.059369065729286276,0.06709959697458479,0.9785555555555555,0.7118483158886433,0.8086,40.286629790993175,3809.3447417919815,193.814208984375,
90,31680,0.058596455013970504,0.061595611159006754,0.9805555555555555,0.7190140501737594,0.8126,39.96043591701891,3849.4277383750014,193.814208984375,
91,32032,0.05782172325201158,0.07930511607196596,0.9745777777777778,0.6951090353012085,0.8134,40.04969691700535,3889.598293582996,193.814208984375,
92,32384,0.05704506159687917,0.06823121822741296,0.9779333333333333,0.6428523002982139,0.8294,39.8170214999991,3929.5343973329873,193.814208984375,
93,32736,0.05626666167821525,0.068125960026847,0.9777555555555556,0.7212532145880163,0.8174,39.94492949999403,3969.598067957995,193.814208984375,
94,33088,0.05548671555455229,0.06566372277869119,0.9795777777777778,0.8676733540341258,0.7782,39.89986929099541,4009.620140416984,193.814208984375,
95,33440,0.05470541566592574,0.07240892405807972,0.9762666666666666,0.723359769308567,0.8062,39.652395374985645,4049.3909442079894,193.814208984375,
96,33792,0.05392295478639227,0.06594218537807464,0.9789111111111111,0.7634496992759406,0.7936,39.98070345798624,4089.493426332978,193.814208984375,
97,34144,0.05313952597646569,0.056185928678512576,0.9818222222222223,0.6816342687368393,0.82,40.65839779097587,4130.2707510420005,193.814208984375,
98,34496,0.05235532253548215,0.05689257782565223,0.9820222222222222,0.8362200452480465,0.7972,40.41828737501055,4170.814695457986,193.814208984375,
99,34848,0.05157053795390643,0.06420575929085413,0.9800888888888889,0.6770964715749025,0.8142,42.65731137502007,4213.593573999999,193.814208984375,
100,35200,0.05078536586559105,0.054223297018475,0.9824888888888889,0.7271227310180665,0.808,40.266268458013656,4253.985579374974,193.814208984375,
101,35552,0.05000000000000001,0.06271987694303195,0.9798444444444444,0.7244664828300476,0.8078,40.39356370901805,4294.500918124977,193.814208984375,
102,35904,0.049214634134408984,0.049987891878022085,0.9845777777777778,0.8004371489048004,0.81,41.39115141698858,4336.009511457989,193.814208984375,
103,36256,0.048429462046093594,0.06451882580518722,0.9776444444444444,0.7517085933685302,0.8098,43.308980542002246,4379.440144249995,193.814208984375,
104,36608,0.04764467746451788,0.06182007107867135,0.9798444444444444,0.6706359451021999,0.8228,41.636482458998216,4421.209896791988,193.814208984375,
105,36960,0.04686047402353434,0.03670908032523261,0.9887555555555556,0.5974308326125145,0.839,43.42726133399992,4464.758192999987,193.814208984375,
106,37312,0.04607704521360777,0.04406216731601291,0.9862,0.6942661319203675,0.82,41.89239595798426,4506.844492541975,193.814208984375,
107,37664,0.045294584334074295,0.052030090630054475,0.9834222222222222,0.7091271960258484,0.8134,41.067725250002695,4548.039249124995,193.814208984375,
108,38016,0.04451328444544775,0.05133899789982372,0.9837555555555556,0.8009242922365666,0.8048,40.722285249998095,4588.893428207986,193.814208984375,
109,38368,0.043733338321784804,0.04648547238243951,0.9852888888888889,0.742306228351593,0.8118,41.77536383300321,4630.790427332977,193.814208984375,
110,38720,0.04295493840312089,0.035705365477667915,0.9892222222222222,0.6291494904786349,0.8336,41.198212791990954,4672.11249208299,193.814208984375,
111,39072,0.04217827674798847,0.05543703619639079,0.9819111111111111,0.6862695536762476,0.8246,41.03386420800234,4713.266277707997,193.814208984375,
112,39424,0.04140354498602953,0.06036433132754432,0.9805777777777778,0.6350629238128662,0.8338,40.55896245801705,4753.948716791987,193.814208984375,
113,39776,0.040630934270713785,0.0367735808753305,0.9886888888888888,0.6968387663125992,0.8184,42.477984666998964,4796.547124332981,193.814208984375,
114,40128,0.039860635232174396,0.020774666963683235,0.9941111111111111,0.5945420973658562,0.8462,43.92599837502348,4840.607926208002,193.814208984375,
115,40480,0.0390928379301729,0.00829737337720063,0.9986222222222222,0.5773417728900909,0.8428,42.47567379201064,4883.291524874978,193.814208984375,
116,40832,0.03832773180720474,0.003997314828220341,0.9995111111111111,0.49344944704398513,0.8668,41.85414429201046,4925.276326749998,193.814208984375,
117,41184,0.03756550564175727,0.0017775095976889134,0.9999555555555556,0.43453405634984377,0.8782,40.72928749999846,4966.195057749981,193.814208984375,
118,41536,0.03680634750173137,0.0014306593348996507,1.0,0.4133705183446407,0.8802,40.69995099998778,5007.087219666981,193.814208984375,
119,41888,0.03605044469803855,0.0015878144419855542,1.0,0.40317337533161046,0.8822,39.273775374982506,5046.556073249987,193.814208984375,
120,42240,0.03529798373838482,0.001746273471787572,1.0,0.39442679651007057,0.8846,38.833599207981024,5085.581780332985,193.814208984375,
121,42592,0.034549150281252654,0.0018740103164480793,1.0,0.3902961602970958,0.8856,39.109732500015525,5124.877847582975,193.814208984375,
122,42944,0.03380412909009253,0.0018734281850978731,1.0,0.38798751422315836,0.8862,39.400584165996406,5164.460432332999,193.814208984375,
123,43296,0.03306310398773544,0.001889865990810924,1.0,0.3837142640046775,0.8866,39.917217791982694,5204.564382499986,193.814208984375,
124,43648,0.03232625781103716,0.0019146724335849285,1.0,0.3798431281790137,0.888,40.33999616699293,5245.093154249975,193.814208984375,
125,44000,0.03159377236576612,0.0018899065329382816,1.0,0.38121774814724924,0.8866,40.64044874999672,5285.925779166981,193.814208984375,
126,44352,0.03086582838174553,0.001862485119369295,1.0,0.37845582049936055,0.887,40.95614716599812,5327.004751332977,193.814208984375,
127,44704,0.030142605468260968,0.0018777863965266282,1.0,0.37722554765567184,0.888,40.986793541000225,5368.113036832976,193.814208984375,
128,45056,0.029424282069744567,0.0018473032324678369,1.0,0.37793238647654653,0.8872,41.02212612499716,5409.256326207978,193.814208984375,
129,45408,0.028711035421746373,0.001836278094123635,1.0,0.3784946246057749,0.8888,40.970349374983925,5450.34778308298,193.814208984375,
130,45760,0.028003041507204247,0.0018281889078931677,1.0,0.378387725482136,0.8862,41.32047641699319,5491.852490958001,193.814208984375,
131,46112,0.027300475013022667,0.001826106137740943,1.0,0.3759937321312726,0.8878,40.9919302079943,5532.965499207989,193.814208984375,
132,46464,0.026603509286971343,0.0018361212223561275,1.0,0.37748232678473,0.8878,40.95289695900283,5574.041669375001,193.814208984375,
133,46816,0.025912316294914233,0.001779908591343297,1.0,0.3811667347431183,0.8868,40.9096672500018,5615.077742707974,193.814208984375,
134,47168,0.025227066578379625,0.001815999424043629,1.0,0.3840342725679278,0.8848,40.92715766598121,5656.130191249977,193.814208984375,
135,47520,0.02454792921248144,0.0018042464095685217,1.0,0.37673128618896007,0.8908,40.86536654198426,5697.120117207989,193.814208984375,
136,47872,0.023875071764202564,0.0017882527691622575,1.0,0.3818747473612428,0.888,40.941491125005996,5738.249178207974,193.814208984375,
137,48224,0.02320866025105016,0.001776467481131355,1.0,0.3810672163799405,0.889,40.889048874989385,5779.25935358298,193.814208984375,
138,48576,0.022548859100093407,0.001760970070792569,1.0,0.3835150566905737,0.8882,40.80819316598354,5820.192315875,193.814208984375,
139,48928,0.021895831107393467,0.001757883681791524,1.0,0.3829839107140899,0.8862,40.88620804200764,5861.1998717499955,193.814208984375,
140,49280,0.021249737397836074,0.001770964708013667,1.0,0.3838875359326601,0.8874,40.825256707990775,5902.149367791979,193.814208984375,
141,49632,0.020610737385376353,0.0017571554605331685,1.0,0.38952076470255853,0.8876,40.84396091601229,5943.1159822079935,193.814208984375,
142,49984,0.019978988733705808,0.0017347138673067092,1.0,0.3872225032687187,0.886,40.84520499999053,5984.082576374989,193.814208984375,
143,50336,0.019354647317351172,0.0017407682024977273,1.0,0.3827308609336615,0.8898,40.87015745800454,6025.073740916996,193.814208984375,
144,50688,0.018737867183214737,0.0017330273100071483,1.0,0.386647143676877,0.8866,40.81957941601286,6066.018866291997,193.814208984375,
145,51040,0.018128800512565515,0.0017325601902893847,1.0,0.38851020348668097,0.8876,40.80569866701262,6106.947001875,193.814208984375,
146,51392,0.017527597583490824,0.2580468308157391,0.9109777777777778,1.499451239490509,0.479,40.824944958993,6147.89436991699,193.814208984375,
147,51744,0.016934406733817416,0.7250410257604387,0.7489777777777777,0.676327819108963,0.7666,40.7459747500252,6188.761898457975,193.814208984375,
148,52096,0.016349374324511324,0.4248340747621324,0.8561333333333333,0.6346156596213579,0.7822,41.632532291987445,6230.517548832984,193.814208984375,
149,52448,0.015772644703565566,0.2488615907298194,0.9155777777777778,0.6454895434141159,0.792,41.49266641601571,6272.134989582992,193.814208984375,
150,52800,0.015204360170384287,0.12955499817795224,0.9582666666666667,0.6473796919345856,0.8092,41.27185479100444,6313.528538166982,193.814208984375,
151,53152,0.014644660940672629,0.06792160831822289,0.9788444444444444,0.6659933484263718,0.8102,41.40015775000211,6355.051821707981,193.814208984375,
152,53504,0.014093685111840566,0.03290375682082441,0.9910222222222222,0.5545862352907658,0.8474,41.264388040988706,6396.436376457976,193.814208984375,
153,53856,0.013551568628929435,0.011489798478533824,0.9980444444444444,0.5536750132781454,0.8492,41.04306708299555,6437.600936041999,193.814208984375,
154,54208,0.013018445251069512,0.003952650584301187,0.9997111111111111,0.5015701711114496,0.8616,41.1602858749975,6478.882881957979,193.814208984375,
155,54560,0.012494446518477023,0.0016232843488454818,1.0,0.48562132009407505,0.8664,41.194657959014876,6520.198363541975,193.814208984375,
156,54912,0.01197970171999846,0.0013124215735743443,1.0,0.47051435283301396,0.8686,41.06030970800202,6561.381142707978,193.814208984375,
157,55264,0.011474337861210545,0.0012652556049120094,1.0,0.46541258551785725,0.8684,41.09528562499327,6602.598689749982,193.814208984375,
158,55616,0.010978479633083522,0.0012605437480327157,1.0,0.4646821459311992,0.868,41.16255279100733,6643.882042082987,193.814208984375,
159,55968,0.01049224938121548,0.0012865974003242121,1.0,0.45761564207766203,0.8688,41.066987458005315,6685.069512166985,193.814208984375,
160,56320,0.01001576707564547,0.0013567107306586372,1.0,0.45520567950233815,0.868,41.10852016697754,6726.3012109169795,193.814208984375,
161,56672,0.009549150281252633,0.0013647257712566191,1.0,0.45382975655794144,0.87,41.13400470800116,6767.556020166987,193.814208984375,
162,57024,0.009092514128748836,0.0014177533972594472,1.0,0.4480825035713613,0.8732,41.12012325000251,6808.795618957985,193.814208984375,
163,57376,0.008645971286271915,0.001408429832653039,1.0,0.44748350738957526,0.8718,41.052107291994616,6849.970709416986,193.814208984375,
164,57728,0.0082096319315865,0.00147794968266454,1.0,0.4436782537119463,0.8722,41.09371141702286,6891.183288374974,193.814208984375,
165,58080,0.007783603724899259,0.0015172573933170902,1.0,0.4442979837778956,0.8702,41.168215000012424,6932.473065749975,193.814208984375,
166,58432,0.007367991782295404,0.0014908082929129401,1.0,0.44095233493857083,0.87,41.038972250011284,6973.637180582999,193.814208984375,
167,58784,0.0069628986498028135,0.0015398574425528446,1.0,0.4402076866388321,0.871,41.19022383302217,7014.948442791996,193.814208984375,
168,59136,0.006568424278090436,0.0015835824465586078,1.0,0.44154296801388265,0.8724,41.1846167909971,7056.257379582996,193.814208984375,
169,59488,0.006184665997806822,0.0015941225900418228,1.0,0.4392300902754068,0.8734,41.03893441599212,7097.414892332978,193.814208984375,
170,59840,0.005811718495565328,0.0016047287116034163,1.0,0.44078777200952174,0.8724,41.18408020798233,7138.718640707986,193.814208984375,
171,60192,0.005449673790581612,0.0016155605509256324,1.0,0.4365510527539998,0.8708,41.13333745798445,7179.9763869579765,193.814208984375,
172,60544,0.0050986212119692245,0.0016632907358929514,1.0,0.43653325093835593,0.872,40.96100716700312,7221.058031374996,193.814208984375,
173,60896,0.0047586473766990335,0.0016188869760268264,1.0,0.43379327124617995,0.8716,41.09400933299912,7262.273592666985,193.814208984375,
174,61248,0.004429836168227748,0.0016294224597306714,1.0,0.43355951706320045,0.8712,41.07657708399347,7303.472647499992,193.814208984375,
175,61600,0.0041122687158009555,0.001680456813549002,1.0,0.4355855396401137,0.8728,40.9444224590261,7344.540787042002,193.814208984375,
176,61952,0.003806023374435675,0.0016746402849132816,1.0,0.4345263237699866,0.8712,41.096928959013894,7385.763602207997,193.814208984375,
177,62304,0.0035111757055874336,0.001661285612028506,1.0,0.4326773890992627,0.872,41.12553287501214,7427.010583875002,193.814208984375,
178,62656,0.003227798458506632,0.0016476276312437322,1.0,0.43429194933939724,0.8718,41.0444326249999,7468.17509908299,193.814208984375,
179,63008,0.002955961552288728,0.0016569142659712168,1.0,0.43203442227877675,0.8718,41.09755233299802,7509.395117916982,193.814208984375,
180,63360,0.002695732058622736,0.0016965826227847073,1.0,0.4413488577969372,0.8714,41.10400712498813,7550.618905124982,193.814208984375,
181,63712,0.0024471741852423244,0.0016759102496422,1.0,0.4349618087572977,0.8716,41.145296041999245,7591.885100124986,193.814208984375,
182,64064,0.002210349260083495,0.0016918712314218283,1.0,0.4328539121389389,0.8706,40.95967783400556,7632.967964832991,193.814208984375,
183,64416,0.0019853157161528532,0.0016886615107042922,1.0,0.43486179383266715,0.8708,41.147706666000886,7674.2416527919995,193.814208984375,
184,64768,0.0017721290771101027,0.0016819788843393327,1.0,0.4358072031375021,0.8702,41.14210929101682,7715.508091083,193.814208984375,
185,65120,0.0015708419435684527,0.001715403386288219,1.0,0.4333606818117201,0.872,41.03694512497168,7756.683258541976,193.814208984375,
186,65472,0.001381503980116173,0.0017047495941114094,1.0,0.43482301533147694,0.8712,41.19138391598244,7797.995020707982,193.814208984375,
187,65824,0.0012041619030626345,0.0016762693422122134,1.0,0.4334644255615771,0.8734,41.233444625017,7839.34940591699,193.814208984375,
188,66176,0.0010388594689117077,0.0017024531049239966,1.0,0.4366752509996295,0.8694,41.077910709020216,7880.548137042002,193.814208984375,
189,66528,0.0008856374635655645,0.0016785594100339545,1.0,0.43308903674967586,0.87,41.237289540993515,7921.907255667,193.814208984375,
190,66880,0.000744533692261307,0.0016897934396854705,1.0,0.4326700769528747,0.873,41.18671808298677,7963.2177458329825,193.814208984375,
191,67232,0.0006155829702431174,0.0016965748955392176,1.0,0.43565659309327603,0.8698,41.02434366598027,8004.367589332978,193.814208984375,
192,67584,0.0004988171141721235,0.001690871364540524,1.0,0.435149922423996,0.872,41.109070582984714,8045.597513207991,193.814208984375,
193,67936,0.00039426493427611206,0.0017003437079696191,1.0,0.4315150118730962,0.8716,41.132681749993935,8086.850433249987,193.814208984375,
194,68288,0.00030195222724102046,0.0016966795631580883,1.0,0.4330679106630385,0.8734,40.99550108402036,8127.9680894999765,193.814208984375,
195,68640,0.00022190176984600036,0.0016961530721642905,1.0,0.43261942175254225,0.8728,41.091138666990446,8169.181311499997,193.814208984375,
196,68992,0.00015413331334360192,0.001693674569328626,1.0,0.4340669007770717,0.8708,41.172839167003985,8210.47509254198,193.814208984375,
197,69344,9.866357858642213e-05,0.0016891111144589053,1.0,0.4327756467036903,0.8718,41.151973582978826,8251.748796624976,193.814208984375,
198,69696,5.5506251901504864e-05,0.0016737488977611064,1.0,0.4331230005778372,0.8706,41.13929179200204,8293.015738207992,193.814208984375,
199,70048,2.4671981713420017e-05,0.0017200720652110048,1.0,0.43219329499304293,0.8724,41.24590912499116,8334.386032082984,193.814208984375,
200,70400,6.168375916970619e-06,0.001673736905782587,1.0,0.4335718716904521,0.8712,41.16823458301951,8375.676828208001,193.814208984375,
